lon,lat
-73.8648268,40.8447819
-73.95779499999999,40.6395281
-73.8648268,40.8447819
-73.98443499999999,40.7287766
-73.9430994,40.7992468
-74.01439599999999,40.7036178
-73.95880679999999,40.6457703
-73.89559129999999,40.6475637
-73.7948516,40.7282239
-73.986886,40.7467184
-73.8955874,40.817336
-74.0059728,40.7127753
-73.95949399999999,40.6528762
-73.9125133,40.8401949
